datetime,1 mains,2 mains
2011-05-01 05:49:28,131.7,42.16
2011-05-01 05:49:32,131.95,42.24
2011-05-01 05:49:35,131.33,42.24
2011-05-01 05:49:39,131.75,42.1
2011-05-01 05:49:42,131.74,42.1
2011-05-01 05:49:46,131.3,41.89
2011-05-01 05:49:55,132.01,42.25
2011-05-01 05:49:58,132.34,42.25
2011-05-01 05:50:01,131.32,42.19
2011-05-01 05:50:05,131.77,42.16
2011-05-01 05:50:08,131.63,42.13
2011-05-01 05:50:12,131.65,42.04
2011-05-01 05:50:15,132.04,42.31
2011-05-01 05:50:19,131.86,42.17
2011-05-01 05:50:22,132.31,42.22
2011-05-01 05:50:26,132.22,42.31
2011-05-01 05:50:29,131.35,42.08
2011-05-01 05:50:33,132.1,42.27
2011-05-01 05:50:36,131.81,42.13
2011-05-01 05:50:39,135.51,42.21
2011-05-01 05:50:43,136.14,42.14
2011-05-01 05:50:46,132.15,42.09
2011-05-01 05:50:55,134.82,42.24
2011-05-01 05:50:59,134.81,42.12
2011-05-01 05:51:02,132.21,42.34
2011-05-01 05:51:05,133.32,42.21
2011-05-01 05:51:09,133.61,42.02
2011-05-01 05:51:12,132.66,42.33
2011-05-01 05:51:16,131.84,42.25
2011-05-01 05:51:19,134.66,42.08
2011-05-01 05:51:23,135.78,42.26
2011-05-01 05:51:26,133.09,42.34
2011-05-01 05:51:30,133.84,42.39
2011-05-01 05:51:33,135.55,42.31
2011-05-01 05:51:37,133.45,42.24
2011-05-01 05:51:40,135.67,42.27
2011-05-01 05:51:43,134.3,42.41
2011-05-01 05:51:47,350.93,42.07
2011-05-01 05:51:56,367.81,42.08
2011-05-01 05:51:59,365.02,41.79
2011-05-01 05:52:03,358.72,41.94
2011-05-01 05:52:06,358.12,41.9
2011-05-01 05:52:09,353.76,41.9
2011-05-01 05:52:13,348.24,42.04
2011-05-01 05:52:16,345.36,42.08
2011-05-01 05:52:20,339.61,42.19
2011-05-01 05:52:23,335.41,42.13
2011-05-01 05:52:27,332.15,41.9
2011-05-01 05:52:30,331.78,41.89
2011-05-01 05:52:34,332.29,42.13
2011-05-01 05:52:37,335.28,42.02
2011-05-01 05:52:41,336.23,42.16
2011-05-01 05:52:44,334.46,41.73
2011-05-01 05:52:53,334.51,42.11
2011-05-01 05:52:56,333.12,41.87
2011-05-01 05:53:00,332.17,41.92
2011-05-01 05:53:03,331.48,42.13
2011-05-01 05:53:07,331.36,41.99
2011-05-01 05:53:10,329.87,41.89
2011-05-01 05:53:14,328.52,41.95
2011-05-01 05:53:17,330.31,42.1
2011-05-01 05:53:21,329.47,42.03
2011-05-01 05:53:24,329.25,41.83
2011-05-01 05:53:28,330.16,42.16
2011-05-01 05:53:31,330.65,42.23
2011-05-01 05:53:35,329.48,42.04
2011-05-01 05:53:38,329.54,41.97
2011-05-01 05:53:41,329.71,42.03
2011-05-01 05:53:45,329.48,42.11
2011-05-01 05:53:54,328.04,41.94
2011-05-01 05:53:57,327.87,41.86
2011-05-01 05:54:01,326.96,41.84
2011-05-01 05:54:04,327.73,42.05
2011-05-01 05:54:07,327.34,41.93
2011-05-01 05:54:11,327.73,42.05
2011-05-01 05:54:14,326.85,41.96
2011-05-01 05:54:18,326.71,41.92
2011-05-01 05:54:21,327.48,42.03
2011-05-01 05:54:25,326.51,42.24
2011-05-01 05:54:28,327.6,41.91
2011-05-01 05:54:32,326.75,41.94
2011-05-01 05:54:35,327.16,42.0
2011-05-01 05:54:38,329.76,41.82
2011-05-01 05:54:42,326.83,42.04
2011-05-01 05:54:45,326.74,42.03
2011-05-01 05:54:55,328.61,42.12
2011-05-01 05:54:58,327.87,41.82
2011-05-01 05:55:02,326.64,42.0
2011-05-01 05:55:05,327.09,42.02
2011-05-01 05:55:09,327.23,41.99
2011-05-01 05:55:12,328.26,42.19
2011-05-01 05:55:15,325.81,42.15
2011-05-01 05:55:19,326.87,41.96
2011-05-01 05:55:22,328.12,42.08
2011-05-01 05:55:26,326.43,41.96
2011-05-01 05:55:29,327.09,41.82
2011-05-01 05:55:32,328.05,42.22
2011-05-01 05:55:36,326.88,41.96
2011-05-01 05:55:39,326.84,41.93
2011-05-01 05:55:43,326.43,42.26
2011-05-01 05:55:46,326.27,41.86
2011-05-01 05:55:55,326.77,42.13
2011-05-01 05:55:59,327.85,41.93
2011-05-01 05:56:02,325.88,41.85
2011-05-01 05:56:06,324.64,41.95
2011-05-01 05:56:09,324.4,42.11
2011-05-01 05:56:13,324.58,42.18
2011-05-01 05:56:16,324.56,41.95
2011-05-01 05:56:19,324.58,42.11
2011-05-01 05:56:23,324.49,42.13
2011-05-01 05:56:26,324.23,41.92
2011-05-01 05:56:30,324.9,41.97
2011-05-01 05:56:33,324.15,41.76
2011-05-01 05:56:37,323.65,41.9
2011-05-01 05:56:40,323.03,41.84
2011-05-01 05:56:44,323.97,42.14
2011-05-01 05:56:53,323.84,42.17
2011-05-01 05:56:56,322.67,41.81
2011-05-01 05:57:00,323.84,42.16
2011-05-01 05:57:03,322.8,42.05
2011-05-01 05:57:07,323.74,41.91
2011-05-01 05:57:10,323.62,42.08
2011-05-01 05:57:13,322.91,42.12
2011-05-01 05:57:17,323.74,41.92
2011-05-01 05:57:20,322.51,42.0
2011-05-01 05:57:24,323.26,41.82
2011-05-01 05:57:27,322.2,41.83
2011-05-01 05:57:31,323.74,42.21
2011-05-01 05:57:34,322.19,41.85
2011-05-01 05:57:38,323.14,41.86
2011-05-01 05:57:41,322.6,42.16
2011-05-01 05:57:44,322.01,42.06
2011-05-01 05:57:54,322.03,42.0
2011-05-01 05:57:57,322.37,42.0
2011-05-01 05:58:00,322.46,42.01
2011-05-01 05:58:04,321.93,41.99
2011-05-01 05:58:07,321.8,41.89
2011-05-01 05:58:11,322.23,42.0
2011-05-01 05:58:14,322.2,42.1
2011-05-01 05:58:18,322.56,42.05
2011-05-01 05:58:21,322.46,41.98
2011-05-01 05:58:25,322.11,42.12
2011-05-01 05:58:28,321.82,41.91
2011-05-01 05:58:31,321.26,41.82
2011-05-01 05:58:35,322.23,41.89
2011-05-01 05:58:38,323.25,41.82
2011-05-01 05:58:42,324.58,41.95
2011-05-01 05:58:45,320.8,41.71
2011-05-01 05:58:54,321.39,41.88
2011-05-01 05:58:57,324.41,41.85
2011-05-01 05:59:01,321.38,41.84
2011-05-01 05:59:04,320.46,41.96
2011-05-01 05:59:08,321.41,41.73
2011-05-01 05:59:11,324.43,41.91
2011-05-01 05:59:15,323.14,41.86
2011-05-01 05:59:18,320.73,41.97
2011-05-01 05:59:22,321.26,41.91
2011-05-01 05:59:25,324.48,41.99
2011-05-01 05:59:28,320.54,41.9
2011-05-01 05:59:32,321.43,41.94
2011-05-01 05:59:35,322.84,41.87
2011-05-01 05:59:39,319.72,41.93
2011-05-01 05:59:42,320.59,42.16
2011-05-01 05:59:46,322.81,41.85
2011-05-01 05:59:55,319.62,42.02
2011-05-01 05:59:58,322.05,41.91
2011-05-01 06:00:02,319.75,42.1
2011-05-01 06:00:05,319.92,41.97
2011-05-01 06:00:08,321.84,41.89
2011-05-01 06:00:12,321.34,41.91
2011-05-01 06:00:15,318.61,42.02
2011-05-01 06:00:19,318.65,41.85
2011-05-01 06:00:22,319.11,41.92
2011-05-01 06:00:26,318.66,41.79
2011-05-01 06:00:29,319.7,41.85
2011-05-01 06:00:33,319.42,42.0
2011-05-01 06:00:36,319.23,41.79
2011-05-01 06:00:40,319.16,42.13
2011-05-01 06:00:43,318.31,42.01
2011-05-01 06:00:46,319.28,41.99
2011-05-01 06:00:55,319.07,42.08
2011-05-01 06:00:59,317.79,41.88
2011-05-01 06:01:02,318.41,42.0
2011-05-01 06:01:06,318.5,41.9
2011-05-01 06:01:09,316.98,41.72
2011-05-01 06:01:12,318.31,42.2
2011-05-01 06:01:16,317.33,42.01
2011-05-01 06:01:19,318.27,41.99
2011-05-01 06:01:23,318.89,41.97
2011-05-01 06:01:26,316.77,41.77
2011-05-01 06:01:30,316.65,41.8
2011-05-01 06:01:33,317.9,42.12
2011-05-01 06:01:37,317.36,41.88
2011-05-01 06:01:40,317.45,42.06
2011-05-01 06:01:43,317.69,42.14
2011-05-01 06:01:52,317.1,41.85
2011-05-01 06:01:56,317.28,41.82
2011-05-01 06:01:59,317.08,41.83
2011-05-01 06:02:03,316.92,41.97
2011-05-01 06:02:06,318.7,41.92
2011-05-01 06:02:09,316.87,41.72
2011-05-01 06:02:13,317.69,42.18
2011-05-01 06:02:16,318.06,41.85
2011-05-01 06:02:20,315.65,41.64
2011-05-01 06:02:23,317.15,42.06
2011-05-01 06:02:27,316.88,41.92
2011-05-01 06:02:30,315.61,41.71
2011-05-01 06:02:34,316.33,41.91
2011-05-01 06:02:37,321.14,41.97
2011-05-01 06:02:41,320.01,41.92
2011-05-01 06:02:44,316.48,42.02
2011-05-01 06:02:47,320.35,41.75
2011-05-01 06:02:56,316.83,41.64
2011-05-01 06:02:59,316.08,41.72
2011-05-01 06:03:03,316.66,41.92
2011-05-01 06:03:06,317.97,41.9
2011-05-01 06:03:10,318.97,42.02
2011-05-01 06:03:13,316.38,41.83
2011-05-01 06:03:17,317.88,41.86
2011-05-01 06:03:20,318.27,41.95
2011-05-01 06:03:24,316.74,41.84
2011-05-01 06:03:27,316.74,41.97
2011-05-01 06:03:31,317.3,41.95
2011-05-01 06:03:34,318.02,41.74
2011-05-01 06:03:37,317.8,41.91
2011-05-01 06:03:41,316.92,42.12
2011-05-01 06:03:44,317.72,42.0
2011-05-01 06:03:53,317.09,41.9
2011-05-01 06:03:57,317.04,41.53
2011-05-01 06:04:00,315.26,41.72
2011-05-01 06:04:04,315.0,41.85
2011-05-01 06:04:07,314.92,41.78
2011-05-01 06:04:10,315.28,41.75
2011-05-01 06:04:14,315.22,42.15
2011-05-01 06:04:17,314.95,41.96
2011-05-01 06:04:21,314.7,41.9
2011-05-01 06:04:24,314.44,41.75
2011-05-01 06:04:28,315.02,42.04
2011-05-01 06:04:31,315.03,41.84
2011-05-01 06:04:35,315.12,42.03
2011-05-01 06:04:38,314.06,41.67
2011-05-01 06:04:42,314.79,41.76
2011-05-01 06:04:45,314.48,42.02
2011-05-01 06:04:54,313.62,41.73
2011-05-01 06:04:57,314.06,42.0
2011-05-01 06:05:01,314.86,42.13
2011-05-01 06:05:04,314.99,42.22
2011-05-01 06:05:08,314.78,41.9
2011-05-01 06:05:11,314.18,41.94
2011-05-01 06:05:14,314.56,42.05
2011-05-01 06:05:18,313.95,41.81
2011-05-01 06:05:21,314.5,42.11
2011-05-01 06:05:25,314.78,41.97
2011-05-01 06:05:28,313.58,41.85
2011-05-01 06:05:32,314.9,42.02
2011-05-01 06:05:35,314.36,41.91
2011-05-01 06:05:39,315.63,42.07
2011-05-01 06:05:42,313.89,41.94
2011-05-01 06:05:46,314.17,41.68
2011-05-01 06:05:54,313.4,41.81
2011-05-01 06:05:58,313.82,41.87
2011-05-01 06:06:01,313.75,42.01
2011-05-01 06:06:05,314.21,41.79
2011-05-01 06:06:08,314.34,41.69
2011-05-01 06:06:12,314.52,41.97
2011-05-01 06:06:15,313.71,42.09
2011-05-01 06:06:18,313.69,41.95
2011-05-01 06:06:22,314.57,42.06
2011-05-01 06:06:25,313.21,41.89
2011-05-01 06:06:29,313.84,41.88
2011-05-01 06:06:32,312.99,41.88
2011-05-01 06:06:36,317.77,41.91
2011-05-01 06:06:39,313.18,41.69
2011-05-01 06:06:43,315.3,42.24
2011-05-01 06:06:46,317.4,42.0
2011-05-01 06:06:55,315.58,44.37
2011-05-01 06:06:58,316.21,44.47
2011-05-01 06:07:02,315.79,44.61
2011-05-01 06:07:05,315.83,44.26
2011-05-01 06:07:08,314.37,44.25
2011-05-01 06:07:12,313.64,44.59
2011-05-01 06:07:15,315.28,44.5
2011-05-01 06:07:19,315.47,44.33
2011-05-01 06:07:22,313.04,44.34
2011-05-01 06:07:26,315.4,44.26
2011-05-01 06:07:29,313.34,44.17
2011-05-01 06:07:33,316.42,44.37
2011-05-01 06:07:36,316.86,44.23
2011-05-01 06:07:39,313.13,44.17
2011-05-01 06:07:43,313.96,44.37
2011-05-01 06:07:46,314.41,44.12
2011-05-01 06:07:55,315.01,44.22
2011-05-01 06:07:59,313.67,44.17
2011-05-01 06:08:02,312.71,44.15
2011-05-01 06:08:05,314.14,44.33
2011-05-01 06:08:09,313.26,43.82
2011-05-01 06:08:12,312.91,44.24
2011-05-01 06:08:16,311.89,44.02
2011-05-01 06:08:19,312.06,44.05
2011-05-01 06:08:23,311.94,44.05
2011-05-01 06:08:26,311.81,44.25
2011-05-01 06:08:30,312.29,44.19
2011-05-01 06:08:33,312.73,44.06
2011-05-01 06:08:37,312.78,44.15
2011-05-01 06:08:40,313.5,44.19
2011-05-01 06:08:43,312.61,44.26
2011-05-01 06:08:47,312.9,44.25
2011-05-01 06:08:56,303.38,44.12
2011-05-01 06:08:59,132.18,44.33
2011-05-01 06:09:03,131.95,44.37
2011-05-01 06:09:06,132.21,44.36
2011-05-01 06:09:10,131.65,44.5
2011-05-01 06:09:13,131.69,44.23
2011-05-01 06:09:16,131.83,44.41
2011-05-01 06:09:20,131.7,44.25
2011-05-01 06:09:23,131.78,44.37
2011-05-01 06:09:27,131.75,44.38
2011-05-01 06:09:30,131.98,44.35
2011-05-01 06:09:34,131.19,44.1
2011-05-01 06:09:37,131.64,44.26
2011-05-01 06:09:41,131.49,44.48
2011-05-01 06:09:44,132.07,44.6
2011-05-01 06:09:53,131.62,44.31
2011-05-01 06:09:57,131.55,44.32
2011-05-01 06:10:00,131.68,44.39
2011-05-01 06:10:04,131.85,44.16
2011-05-01 06:10:07,132.7,44.25
2011-05-01 06:10:11,132.61,44.35
2011-05-01 06:10:14,132.5,44.35
2011-05-01 06:10:18,131.86,44.18
2011-05-01 06:10:21,131.79,44.28
2011-05-01 06:10:25,131.72,44.47
2011-05-01 06:10:28,131.73,44.19
2011-05-01 06:10:31,132.3,44.39
2011-05-01 06:10:35,134.06,44.42
2011-05-01 06:10:38,131.91,44.24
2011-05-01 06:10:42,132.39,44.1
2011-05-01 06:10:45,133.11,44.26
2011-05-01 06:10:54,131.31,44.09
2011-05-01 06:10:57,131.82,44.19
2011-05-01 06:11:01,136.32,44.43
2011-05-01 06:11:04,132.06,44.37
2011-05-01 06:11:08,131.96,44.22
2011-05-01 06:11:11,135.7,44.12
2011-05-01 06:11:15,135.49,44.22
2011-05-01 06:11:18,131.82,44.23
2011-05-01 06:11:21,134.02,44.36
2011-05-01 06:11:25,135.65,44.09
2011-05-01 06:11:28,133.14,44.08
2011-05-01 06:11:32,132.06,44.42
2011-05-01 06:11:35,135.13,44.05
2011-05-01 06:11:39,133.33,44.36
2011-05-01 06:11:42,132.66,44.34
2011-05-01 06:11:46,132.31,44.29
2011-05-01 06:11:55,133.88,41.82
2011-05-01 06:11:58,135.78,41.98
2011-05-01 06:12:02,132.1,42.09
2011-05-01 06:12:05,131.2,42.0
2011-05-01 06:12:09,131.66,41.92
2011-05-01 06:12:12,132.33,42.01
2011-05-01 06:12:15,131.35,41.84
2011-05-01 06:12:19,131.66,41.87
2011-05-01 06:12:22,131.58,41.78
2011-05-01 06:12:26,132.53,42.01
2011-05-01 06:12:29,131.42,41.74
2011-05-01 06:12:33,132.77,42.02
2011-05-01 06:12:36,133.23,41.85
2011-05-01 06:12:40,132.16,42.26
2011-05-01 06:12:43,131.9,42.07
2011-05-01 06:12:47,132.71,42.08
2011-05-01 06:12:55,131.75,41.8
2011-05-01 06:12:59,132.12,41.98
2011-05-01 06:13:02,132.58,41.75
2011-05-01 06:13:06,132.44,42.0
2011-05-01 06:13:09,135.76,41.76
2011-05-01 06:13:13,132.41,41.91
2011-05-01 06:13:16,131.68,42.25
2011-05-01 06:13:20,132.33,42.25
2011-05-01 06:13:23,131.9,41.88
2011-05-01 06:13:26,131.94,42.08
2011-05-01 06:13:30,131.55,42.15
2011-05-01 06:13:33,132.69,42.24
2011-05-01 06:13:37,131.58,41.89
2011-05-01 06:13:40,132.07,42.21
2011-05-01 06:13:44,132.16,42.18
2011-05-01 06:13:52,132.29,42.26
2011-05-01 06:13:56,131.82,41.98
2011-05-01 06:13:59,131.9,42.02
2011-05-01 06:14:03,132.51,42.11
2011-05-01 06:14:06,132.16,42.01
2011-05-01 06:14:10,132.15,42.08
2011-05-01 06:14:13,131.47,42.02
2011-05-01 06:14:17,132.23,42.15
2011-05-01 06:14:20,131.72,42.04
2011-05-01 06:14:23,132.35,41.99
2011-05-01 06:14:27,132.44,41.96
2011-05-01 06:14:30,131.36,41.84
2011-05-01 06:14:34,134.47,42.26
2011-05-01 06:14:38,132.61,41.87
2011-05-01 06:14:41,136.42,42.11
2011-05-01 06:14:44,134.49,42.11
2011-05-01 06:14:53,132.63,42.03
2011-05-01 06:14:57,134.83,41.91
2011-05-01 06:15:00,132.54,42.15
2011-05-01 06:15:04,132.45,42.09
2011-05-01 06:15:07,134.55,41.9
2011-05-01 06:15:11,133.5,42.05
2011-05-01 06:15:14,134.38,41.96
2011-05-01 06:15:18,132.92,41.98
2011-05-01 06:15:21,133.0,42.09
2011-05-01 06:15:25,134.22,42.04
2011-05-01 06:15:28,134.51,41.84
2011-05-01 06:15:31,131.92,42.13
2011-05-01 06:15:35,132.19,41.93
2011-05-01 06:15:38,135.9,41.82
2011-05-01 06:15:42,133.56,41.67
2011-05-01 06:15:45,134.45,42.06
2011-05-01 06:15:54,134.42,42.24
2011-05-01 06:15:58,131.75,41.96
2011-05-01 06:16:01,133.49,42.26
2011-05-01 06:16:05,132.83,42.01
2011-05-01 06:16:08,131.16,41.64
2011-05-01 06:16:11,132.15,41.98
2011-05-01 06:16:15,132.11,42.04
2011-05-01 06:16:18,131.67,41.9
2011-05-01 06:16:22,132.24,42.13
2011-05-01 06:16:26,132.06,41.96
2011-05-01 06:16:29,131.59,41.84
2011-05-01 06:16:32,132.08,42.09
2011-05-01 06:16:36,132.34,42.08
2011-05-01 06:16:39,131.47,41.82
2011-05-01 06:16:43,131.94,41.95
2011-05-01 06:16:46,131.95,42.03
2011-05-01 06:16:55,131.93,42.16
2011-05-01 06:16:58,131.4,41.71
2011-05-01 06:17:02,131.94,42.06
2011-05-01 06:17:05,132.4,41.91
2011-05-01 06:17:09,132.07,41.98
2011-05-01 06:17:12,131.25,41.8
2011-05-01 06:17:16,132.43,41.87
2011-05-01 06:17:19,131.63,41.9
2011-05-01 06:17:23,132.01,41.95
2011-05-01 06:17:26,131.8,41.67
2011-05-01 06:17:29,132.09,41.84
2011-05-01 06:17:33,132.03,41.96
2011-05-01 06:17:36,132.16,41.98
2011-05-01 06:17:40,131.32,42.05
2011-05-01 06:17:43,131.37,41.8
2011-05-01 06:17:47,132.18,42.0
2011-05-01 06:17:55,131.68,42.13
2011-05-01 06:17:59,132.02,42.05
2011-05-01 06:18:02,131.75,42.11
2011-05-01 06:18:06,131.6,41.96
2011-05-01 06:18:09,131.93,42.3
2011-05-01 06:18:13,131.9,42.06
2011-05-01 06:18:16,131.19,41.96
2011-05-01 06:18:20,131.87,42.25
2011-05-01 06:18:23,132.11,42.22
2011-05-01 06:18:26,131.61,42.14
2011-05-01 06:18:30,131.49,42.09
2011-05-01 06:18:33,131.68,42.35
2011-05-01 06:18:37,132.44,41.95
2011-05-01 06:18:40,136.07,42.18
2011-05-01 06:18:44,136.16,42.31
2011-05-01 06:18:53,135.1,42.13
2011-05-01 06:18:56,131.59,41.96
2011-05-01 06:19:00,135.45,42.3
2011-05-01 06:19:03,133.81,42.09
2011-05-01 06:19:07,133.09,42.19
2011-05-01 06:19:10,135.1,42.13
2011-05-01 06:19:14,133.8,42.31
2011-05-01 06:19:17,134.2,42.19
2011-05-01 06:19:20,132.94,42.26
2011-05-01 06:19:24,133.9,42.45
2011-05-01 06:19:27,131.96,42.1
2011-05-01 06:19:31,132.11,41.94
2011-05-01 06:19:34,132.28,42.35
2011-05-01 06:19:38,132.93,42.22
2011-05-01 06:19:41,132.4,42.08
2011-05-01 06:19:45,134.65,42.13
2011-05-01 06:19:53,133.88,42.21
2011-05-01 06:19:57,134.98,42.11
2011-05-01 06:20:00,131.59,42.18
2011-05-01 06:20:04,132.05,42.17
2011-05-01 06:20:07,131.59,42.16
2011-05-01 06:20:11,132.58,41.99
2011-05-01 06:20:14,131.89,42.33
2011-05-01 06:20:18,131.73,42.15
2011-05-01 06:20:21,132.45,42.17
2011-05-01 06:20:24,131.09,42.07
2011-05-01 06:20:28,131.69,41.89
2011-05-01 06:20:31,132.4,42.23
2011-05-01 06:20:35,131.95,42.15
2011-05-01 06:20:38,131.46,41.75
2011-05-01 06:20:42,131.45,41.87
2011-05-01 06:20:45,131.66,42.17
2011-05-01 06:20:54,132.05,42.25
2011-05-01 06:20:57,131.88,42.03
2011-05-01 06:21:01,132.17,42.23
2011-05-01 06:21:04,132.06,42.08
2011-05-01 06:21:08,131.86,42.19
2011-05-01 06:21:11,131.41,41.84
2011-05-01 06:21:15,131.89,42.26
2011-05-01 06:21:18,132.0,42.08
2011-05-01 06:21:22,132.05,42.21
2011-05-01 06:21:25,131.2,41.96
2011-05-01 06:21:28,131.67,42.13
2011-05-01 06:21:32,131.77,42.06
2011-05-01 06:21:35,131.92,42.12
2011-05-01 06:21:39,131.48,41.99
2011-05-01 06:21:42,131.95,42.21
2011-05-01 06:21:46,132.46,42.16
2011-05-01 06:21:55,132.8,42.16
2011-05-01 06:21:58,131.74,41.9
2011-05-01 06:22:01,131.59,41.9
2011-05-01 06:22:05,132.04,41.98
2011-05-01 06:22:08,132.0,41.96
2011-05-01 06:22:12,131.6,42.11
2011-05-01 06:22:15,132.27,41.97
2011-05-01 06:22:19,131.6,41.97
2011-05-01 06:22:22,131.96,42.29
2011-05-01 06:22:26,131.78,41.9
2011-05-01 06:22:29,132.01,41.99
2011-05-01 06:22:33,133.69,41.89
2011-05-01 06:22:36,132.12,41.92
2011-05-01 06:22:39,136.02,41.88
2011-05-01 06:22:43,133.04,41.98
2011-05-01 06:22:46,132.18,41.92
2011-05-01 06:22:55,134.07,42.02
2011-05-01 06:22:59,134.42,41.98
2011-05-01 06:23:02,134.78,42.12
2011-05-01 06:23:05,132.67,41.99
2011-05-01 06:23:09,131.8,41.86
2011-05-01 06:23:12,136.41,42.03
2011-05-01 06:23:16,135.02,41.88
2011-05-01 06:23:19,131.99,42.06
2011-05-01 06:23:23,132.19,42.02
2011-05-01 06:23:26,133.82,41.95
2011-05-01 06:23:29,132.01,41.96
2011-05-01 06:23:33,131.72,41.96
2011-05-01 06:23:36,135.93,41.94
2011-05-01 06:23:40,133.23,42.21
2011-05-01 06:23:43,131.86,41.91
2011-05-01 06:23:47,131.8,41.65
2011-05-01 06:23:55,131.75,41.75
2011-05-01 06:23:59,131.48,41.77
2011-05-01 06:24:02,131.99,42.11
2011-05-01 06:24:06,132.18,42.02
2011-05-01 06:24:09,131.98,42.1
2011-05-01 06:24:13,131.48,41.83
2011-05-01 06:24:16,131.96,41.95
2011-05-01 06:24:20,132.1,42.16
2011-05-01 06:24:23,131.99,41.97
2011-05-01 06:24:27,132.14,41.88
2011-05-01 06:24:30,132.32,41.97
2011-05-01 06:24:33,131.69,42.15
2011-05-01 06:24:37,133.43,41.91
2011-05-01 06:24:40,131.26,41.9
2011-05-01 06:24:44,131.96,42.06
2011-05-01 06:24:53,132.75,42.17
2011-05-01 06:24:57,132.42,41.89
2011-05-01 06:25:00,131.41,41.81
2011-05-01 06:25:04,131.75,41.97
2011-05-01 06:25:07,131.93,42.01
2011-05-01 06:25:11,132.16,41.9
2011-05-01 06:25:14,131.94,41.98
2011-05-01 06:25:17,131.74,42.03
2011-05-01 06:25:21,131.86,41.88
2011-05-01 06:25:25,131.73,42.02
2011-05-01 06:25:28,132.09,41.85
2011-05-01 06:25:31,131.87,42.03
2011-05-01 06:25:35,131.45,41.78
2011-05-01 06:25:38,131.62,41.93
2011-05-01 06:25:42,131.99,42.25
2011-05-01 06:25:45,131.65,42.01
2011-05-01 06:25:54,132.09,42.21
2011-05-01 06:25:57,132.25,41.95
2011-05-01 06:26:01,131.91,41.98
2011-05-01 06:26:04,131.85,42.03
2011-05-01 06:26:08,131.96,41.95
2011-05-01 06:26:11,131.72,42.05
2011-05-01 06:26:15,132.19,42.01
2011-05-01 06:26:18,132.19,42.19
2011-05-01 06:26:21,131.89,42.21
2011-05-01 06:26:25,132.01,41.93
2011-05-01 06:26:28,132.37,41.98
2011-05-01 06:26:32,133.91,42.09
2011-05-01 06:26:35,131.64,41.79
2011-05-01 06:26:38,136.37,41.86
2011-05-01 06:26:42,134.14,42.04
2011-05-01 06:26:45,132.09,41.84
2011-05-01 06:26:54,135.39,42.16
2011-05-01 06:26:58,134.71,41.95
2011-05-01 06:27:01,131.74,42.04
2011-05-01 06:27:04,136.36,42.18
2011-05-01 06:27:08,134.82,42.07
2011-05-01 06:27:11,133.15,41.86
2011-05-01 06:27:15,133.39,42.05
2011-05-01 06:27:18,134.65,41.95
2011-05-01 06:27:22,133.43,42.03
2011-05-01 06:27:25,133.91,42.09
2011-05-01 06:27:29,136.27,42.16
2011-05-01 06:27:32,132.75,41.88
2011-05-01 06:27:36,132.61,41.99
2011-05-01 06:27:39,133.72,41.84
2011-05-01 06:27:43,134.21,41.94
2011-05-01 06:27:46,132.61,42.08
2011-05-01 06:27:55,134.26,41.94
2011-05-01 06:27:58,131.57,41.8
2011-05-01 06:28:02,132.66,42.03
2011-05-01 06:28:05,132.28,41.99
2011-05-01 06:28:08,131.58,41.92
2011-05-01 06:28:12,132.32,42.25
2011-05-01 06:28:15,131.74,41.8
2011-05-01 06:28:19,131.73,42.1
2011-05-01 06:28:22,132.09,42.18
2011-05-01 06:28:26,131.73,41.86
2011-05-01 06:28:29,132.36,42.23
2011-05-01 06:28:32,131.78,42.12
2011-05-01 06:28:36,132.0,41.84
2011-05-01 06:28:39,132.71,42.12
2011-05-01 06:28:43,131.82,41.97
2011-05-01 06:28:46,132.61,41.92
2011-05-01 06:28:55,132.38,42.06
2011-05-01 06:28:58,131.56,42.01
2011-05-01 06:29:02,131.39,41.9
2011-05-01 06:29:05,132.22,41.96
2011-05-01 06:29:09,131.68,41.91
2011-05-01 06:29:12,131.54,42.04
2011-05-01 06:29:15,131.93,41.96
2011-05-01 06:29:19,131.82,41.92
2011-05-01 06:29:22,131.4,42.09
2011-05-01 06:29:26,131.7,41.9
2011-05-01 06:29:29,131.57,41.9
2011-05-01 06:29:33,131.62,41.92
2011-05-01 06:29:36,133.16,42.09
2011-05-01 06:29:39,131.4,41.9
2011-05-01 06:29:43,131.49,41.71
2011-05-01 06:29:46,131.7,41.98
2011-05-01 06:29:55,131.38,41.96
2011-05-01 06:29:59,131.74,41.86
2011-05-01 06:30:02,133.67,42.1
2011-05-01 06:30:05,131.32,41.71
2011-05-01 06:30:09,131.75,41.83
2011-05-01 06:30:12,132.04,42.11
2011-05-01 06:30:16,131.75,41.98
2011-05-01 06:30:19,132.23,42.01
2011-05-01 06:30:23,131.82,41.97
2011-05-01 06:30:26,132.18,41.72
2011-05-01 06:30:30,132.21,42.01
2011-05-01 06:30:33,136.29,42.07
2011-05-01 06:30:36,132.21,41.65
2011-05-01 06:30:40,132.28,42.04
2011-05-01 06:30:43,135.99,42.13
2011-05-01 06:30:47,135.54,42.01
2011-05-01 06:30:56,133.04,41.95
2011-05-01 06:30:59,132.73,41.66
2011-05-01 06:31:02,135.63,41.83
2011-05-01 06:31:06,134.65,41.92
2011-05-01 06:31:09,131.72,41.86
2011-05-01 06:31:13,132.96,41.92
2011-05-01 06:31:16,133.27,41.65
2011-05-01 06:31:20,132.9,41.84
2011-05-01 06:31:23,132.51,41.86
2011-05-01 06:31:27,134.22,41.95
2011-05-01 06:31:30,132.96,42.0
